780	2	0.00	2.00
780	3	0.00	5.00
790	2	0.40	2.00
790	3	0.40	5.00
800	2	0.80	2.00
800	3	0.80	5.00
810	2	1.20	2.00
810	3	1.20	5.00
820	2	1.60	2.00
820	3	1.60	5.00
830	2	2.00	2.00
830	3	2.00	5.00
840	2	2.40	2.00
840	3	2.40	5.00
850	2	2.80	2.00
850	3	2.80	5.00
860	2	3.20	2.00
860	3	3.20	5.00
870	2	3.60	2.00
870	3	3.60	5.00
880	2	4.00	2.00
880	3	4.00	5.00
890	2	4.40	2.00
890	3	4.40	5.00
900	2	4.80	2.00
900	3	4.80	5.00
910	2	5.20	2.00
910	3	5.20	5.00
920	2	5.60	2.00
920	3	5.60	5.00
930	2	6.00	2.00
930	3	6.00	5.00
940	2	6.40	2.00
940	3	6.40	5.00
950	2	6.80	2.00
950	3	6.80	5.00
960	2	7.20	2.00
960	3	7.20	5.00
970	2	7.60	2.00
970	3	7.60	5.00
980	2	8.00	2.00
980	3	8.00	5.00
990	2	8.40	2.00
990	3	8.40	5.00
1000	2	8.80	2.00
1000	3	8.80	5.00
1010	2	9.20	2.00
1010	3	9.20	5.00
1020	2	9.60	2.00
1020	3	9.60	5.00
1030	2	10.00	2.00
1030	3	10.00	5.00
1040	2	10.40	2.00
1040	3	10.40	5.00
1050	2	10.80	2.00
1050	3	10.80	5.00
1060	2	11.20	2.00
1060	3	11.20	5.00
1070	2	11.60	2.00
1070	3	11.60	5.00
1080	2	12.00	2.00
1080	3	12.00	5.00
1090	2	12.40	2.00
1090	3	12.40	5.00
1100	2	12.80	2.00
1100	3	12.80	5.00
1110	2	13.20	2.00
1110	3	13.20	5.00
1120	2	13.60	2.00
1120	3	13.60	5.00
1130	2	14.00	2.00
1130	3	14.00	5.00
1140	2	14.40	2.00
1140	3	14.40	5.00
1150	2	14.80	2.00
1150	3	14.80	5.00
1160	2	15.20	2.00
1160	3	15.20	5.00
1170	2	15.60	2.00
1170	3	15.60	5.00
1180	2	16.00	2.00
1180	3	16.00	5.00
1190	2	16.40	2.00
1190	3	16.40	5.00
1200	2	16.80	2.00
1200	3	16.80	5.00
1210	2	17.20	2.00
1210	3	17.20	5.00
1220	2	17.60	2.00
1220	3	17.60	5.00
1230	2	18.00	2.00
1230	3	18.00	5.00
1240	2	18.40	2.00
1240	3	18.40	5.00
1250	2	18.80	2.00
1250	3	18.80	5.00
1260	2	19.20	2.00
1260	3	19.20	5.00
1270	2	19.60	2.00
1270	3	19.60	5.00
1280	2	20.00	2.00
1280	3	20.00	5.00
1290	2	20.40	2.00
1290	3	20.40	5.00
1300	2	20.80	2.00
1300	3	20.80	5.00
1310	2	21.20	2.00
1310	3	21.20	5.00
1320	2	21.60	2.00
1320	3	21.60	5.00
1330	2	22.00	2.00
1330	3	22.00	5.00
1340	2	22.40	2.00
1340	3	22.40	5.00
1350	2	22.80	2.00
1350	3	22.80	5.00
1360	2	23.20	2.00
1360	3	23.20	5.00
1370	2	23.60	2.00
1370	3	23.60	5.00
1380	2	24.00	2.00
1380	3	24.00	5.00
1390	2	24.40	2.00
1390	3	24.40	5.00
1400	2	24.80	2.00
1400	3	24.80	5.00
1410	2	25.20	2.00
1410	3	25.20	5.00
1420	2	25.60	2.00
1420	3	25.60	5.00
1430	2	26.00	2.00
1430	3	26.00	5.00
1440	2	26.40	2.00
1440	3	26.40	5.00
1450	2	26.80	2.00
1450	3	26.80	5.00
1460	2	27.20	2.00
1460	3	27.20	5.00
1470	2	27.60	2.00
1470	3	27.60	5.00
1480	2	28.00	2.00
1480	3	28.00	5.00
1490	2	28.40	2.00
1490	3	28.40	5.00
1500	2	28.80	2.00
1500	3	28.80	5.00
